trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
112,0,112,0,10,372.1467310000444,372.1467310000444,0.022956999950110912,[0.3962962962962963],[-0.003703703703703704],[1],[0],[0],[1.7568172999890521],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
113,0,113,0,10,373.92998880008236,373.92998880008236,0.023718500044196844,[0.049074074074074076],[0.2462962962962963],[1],[0],[0],[2.224500499898568],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
114,0,114,0,5,376.1672912000213,376.1672912000213,0.014133799937553704,[0.026851851851851852],[0.4824074074074074],[1],[0],[0],[2.9984187999507412],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
115,0,115,0,5,379.1797312000999,379.1797312000999,0.011658200062811375,[0.10277777777777777],[-0.26851851851851855],[1],[0],[0],[1.9855998000130057],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
116,0,116,0,5,381.1813620000612,381.1813620000612,0.011872699949890375,[0.4185185185185185],[0.17314814814814813],[1],[0],[0],[1.4360720000695437],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
117,0,117,0,5,382.636336900061,382.636336900061,0.012961900094524026,[0.08148148148148149],[-0.11018518518518519],[1],[0],[0],[1.6991871000500396],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
118,0,118,0,5,384.3580930000171,384.3580930000171,0.018815799965523183,[-0.44351851851851853],[0.3472222222222222],[1],[0],[0],[1.642774400068447],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
119,0,119,0,10,386.0340112000704,386.0340112000704,0.02478870004415512,[0.25092592592592594],[0.3907407407407407],[1],[0],[0],[3.922435599961318],[],[],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
120,0,120,0,10,389.98275450000074,389.98275450000074,0.023276199935935438,[0.4074074074074074],[-0.4564814814814815],[1],[0],[0],[2.1072399000404403],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
121,0,121,0,5,392.1035486999899,392.1035486999899,0.013201700057834387,[0.37037037037037035],[-0.33611111111111114],[1],[0],[0],[1.999128199997358],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
122,0,122,0,10,394.13104300003033,394.13104300003033,0.022771500051021576,[0.3],[0.05],[1],[0],[0],[2.557305800030008],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
123,0,123,0,5,396.70498490007594,396.70498490007594,0.012989900074899197,[0.29907407407407405],[-0.4546296296296296],[1],[0],[0],[1.6499115000478923],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
124,0,124,0,5,398.3712717000162,398.3712717000162,0.012168899993412197,[0.12407407407407407],[-0.06296296296296296],[1],[0],[0],[1.6178395000752062],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
125,0,125,0,10,400.0221607000567,400.0221607000567,0.02438850002363324,[-0.47685185185185186],[-0.2222222222222222],[1],[0],[0],[3.5561018999433145],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
126,0,126,0,5,403.5918482000707,403.5918482000707,0.013934100046753883,[-0.32037037037037036],[-0.012962962962962963],[1],[0],[0],[1.6981190999504179],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
127,0,127,0,10,405.32319750008173,405.32319750008173,0.02407630009111017,[0.13240740740740742],[-0.15648148148148147],[1],[0],[0],[2.1393197000725195],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
128,0,128,0,5,407.4722049999982,407.4722049999982,0.011400099960155785,[0.4638888888888889],[-0.2574074074074074],[1],[0],[0],[1.4691781000001356],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
129,0,129,0,5,408.9565619000932,408.9565619000932,0.012278400012291968,[0.3055555555555556],[-0.35462962962962963],[1],[0],[0],[1.6342200000071898],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
130,0,130,0,10,410.6214966000989,410.6214966000989,0.024458000087179244,[-0.1648148148148148],[-0.21666666666666667],[1],[0],[0],[1.6888123999815434],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
131,0,131,0,5,412.32556500006467,412.32556500006467,0.014167699962854385,[-0.3212962962962963],[0.12777777777777777],[1],[0],[0],[1.8663210000377148],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
132,0,132,0,10,414.22339380008634,414.22339380008634,0.025062600034289062,[0.07407407407407407],[0.4398148148148148],[1],[0],[0],[3.154643899993971],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
133,0,133,0,10,417.40458780003246,417.40458780003246,0.0229782999958843,[0.2712962962962963],[0.3638888888888889],[1],[0],[0],[1.3743491999339312],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
134,0,134,0,5,418.79584180004895,418.79584180004895,0.014391300035640597,[0.4361111111111111],[-0.21666666666666667],[1],[0],[0],[1.847851000027731],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
135,0,135,0,10,420.6763927000575,420.6763927000575,0.02519169996958226,[0.27685185185185185],[0.21851851851851853],[1],[0],[0],[4.322065400076099],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
136,0,136,0,5,425.00981800002046,425.00981800002046,0.011358599993400276,[-0.14907407407407408],[0.4685185185185185],[1],[0],[0],[1.702597999945283],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
137,0,137,0,5,426.72877040004823,426.72877040004823,0.012401900021359324,[-0.28055555555555556],[0.27314814814814814],[1],[0],[0],[1.7170102999079973],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
138,0,138,0,10,428.4784846000839,428.4784846000839,0.02405700006056577,[-0.22777777777777777],[0.08333333333333333],[1],[0],[0],[1.5890663999598473],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
139,0,139,0,5,430.0783770000562,430.0783770000562,0.011429900070652366,[0.4074074074074074],[0.33055555555555555],[1],[0],[0],[1.2690976000158116],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
140,0,140,0,10,431.37845540000126,431.37845540000126,0.022994200000539422,[0.33796296296296297],[-0.34074074074074073],[1],[0],[0],[1.9073627000907436],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
141,0,141,0,10,433.31175340001937,433.31175340001937,0.022513199946843088,[-0.004629629629629629],[-0.3768518518518518],[1],[0],[0],[1.8587896999670193],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
142,0,142,0,5,435.1807062000735,435.1807062000735,0.012127900030463934,[0.38425925925925924],[0.12129629629629629],[1],[0],[0],[1.5016220000106841],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
143,0,143,0,10,436.71221860009246,436.71221860009246,0.02426730003207922,[-0.17407407407407408],[-0.07777777777777778],[1],[0],[0],[1.473189999931492],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
144,0,144,0,10,438.2119101000717,438.2119101000717,0.02253960003145039,[0.44537037037037036],[-0.39351851851851855],[1],[0],[0],[2.108440399984829],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
145,0,145,0,5,440.3349771000212,440.3349771000212,0.014655599952675402,[-0.17685185185185184],[0.44166666666666665],[1],[0],[0],[1.8142189000500366],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
146,0,146,0,10,442.18176669999957,442.18176669999957,0.0240135999629274,[-0.2712962962962963],[0.03148148148148148],[1],[0],[0],[2.089895399985835],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
147,0,147,0,5,444.2818127000937,444.2818127000937,0.011366999940946698,[-0.37592592592592594],[-0.23055555555555557],[1],[0],[0],[1.719334000023082],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
148,0,148,0,10,446.0314751000842,446.0314751000842,0.022618899936787784,[-0.4185185185185185],[0.20555555555555555],[1],[0],[0],[1.9908416999969631],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
149,0,149,0,5,448.03437760006636,448.03437760006636,0.012664700043387711,[0.2972222222222222],[0.19537037037037036],[1],[0],[0],[1.5187173000304028],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
150,0,150,0,10,449.5868632000638,449.5868632000638,0.02321359992492944,[-0.06666666666666667],[0.18425925925925926],[1],[0],[0],[3.5373080999124795],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
151,0,151,0,10,453.1509365000529,453.1509365000529,0.02372179995290935,[-0.06574074074074074],[-0.3888888888888889],[1],[0],[0],[1.5903869000030681],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
152,0,152,0,5,454.7503891000524,454.7503891000524,0.011493699974380434,[0.2740740740740741],[-0.17037037037037037],[1],[0],[0],[1.6362251000246033],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
153,0,153,0,5,456.40318890009075,456.40318890009075,0.012340500019490719,[-0.2935185185185185],[0.48518518518518516],[1],[0],[0],[2.568000499974005],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
154,0,154,0,5,458.98693320003804,458.98693320003804,0.012213199981488287,[0.387037037037037],[0.05185185185185185],[1],[0],[0],[1.5507162000285462],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
155,0,155,0,5,460.55489750008564,460.55489750008564,0.012542400043457747,[0.3814814814814815],[-0.16666666666666666],[1],[0],[0],[1.8009321000427008],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
156,0,156,0,5,462.3903161000926,462.3903161000926,0.022880699951201677,[-0.46296296296296297],[0.24166666666666667],[1],[0],[0],[4.0707750000292435],[],[],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
157,0,157,0,10,466.52246950007975,466.52246950007975,0.046903799986466765,[-0.2796296296296296],[0.2824074074074074],[1],[0],[0],[1.2635458000004292],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
158,0,158,0,10,467.8251298000105,467.8251298000105,0.03550210001412779,[-0.3592592592592593],[-0.03796296296296296],[1],[0],[0],[1.410383600043133],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
159,0,159,0,10,469.275818800088,469.275818800088,0.03346329997293651,[-0.3888888888888889],[0.3333333333333333],[1],[0],[0],[1.3462384999729693],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
160,0,160,0,5,470.6269174000481,470.6269174000481,0.014883599942550063,[0.08425925925925926],[0.17222222222222222],[1],[0],[0],[1.2975614999886602],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
161,0,161,0,5,471.94282600004226,471.94282600004226,0.0136009999550879,[0.04537037037037037],[-0.09166666666666666],[1],[0],[0],[1.4162629999918863],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
162,0,162,0,10,473.3912002000725,473.3912002000725,0.023165900027379394,[-0.44166666666666665],[-0.1574074074074074],[1],[0],[0],[2.4901682999916375],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
163,0,163,0,10,475.90481109998655,475.90481109998655,0.02265990001615137,[-0.21944444444444444],[0.4888888888888889],[1],[0],[0],[2.2251847999868914],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
164,0,164,0,5,478.1413375000702,478.1413375000702,0.01102040009573102,[0.35833333333333334],[0.09351851851851851],[1],[0],[0],[1.7362271999008954],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
165,0,165,0,10,479.9107063000556,479.9107063000556,0.02462620008736849,[-0.09351851851851851],[-0.35185185185185186],[1],[0],[0],[1.8211126000387594],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
166,0,166,0,10,481.758820499992,481.758820499992,0.024647200014442205,[0.22314814814814815],[0.1037037037037037],[1],[0],[0],[1.2897277999436483],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
167,0,167,0,10,483.07467740005814,483.07467740005814,0.02353949996177107,[0.12962962962962962],[0.21574074074074073],[1],[0],[0],[1.2899940999923274],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
168,0,168,0,10,484.3926964000566,484.3926964000566,0.02408800006378442,[0.007407407407407408],[0.39537037037037037],[1],[0],[0],[1.3066900999983773],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
169,0,169,0,10,485.72468610003125,485.72468610003125,0.023737900075502694,[0.12222222222222222],[0.3990740740740741],[1],[0],[0],[1.190436700009741],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
170,0,170,0,10,486.9770356999943,486.9770356999943,0.04455690004397184,[-0.025925925925925925],[-0.09351851851851851],[1],[0],[0],[1.6327479999745265],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
171,0,171,0,10,488.62627100001555,488.62627100001555,0.02362400002311915,[0.35648148148148145],[0.287962962962963],[1],[0],[0],[3.190541399992071],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
172,0,172,0,5,491.8264927000273,491.8264927000273,0.011407200014218688,[0.412962962962963],[0.04351851851851852],[1],[0],[0],[1.369593899929896],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
173,0,173,0,5,493.2290160000557,493.2290160000557,0.021771600004285574,[-0.1935185185185185],[-0.3537037037037037],[1],[0],[0],[2.1556222999934107],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
174,0,174,0,10,495.44081240007654,495.44081240007654,0.04358930001035333,[0.026851851851851852],[0.5],[1],[0],[0],[3.301581099978648],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
175,0,175,0,5,498.7456138000125,498.7456138000125,0.011155400075949728,[0.3490740740740741],[0.32685185185185184],[1],[0],[0],[1.7529871999286115],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
176,0,176,0,10,500.52724560000934,500.52724560000934,0.02139020001050085,[0.17685185185185184],[-0.34074074074074073],[1],[0],[0],[1.8252838000189513],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
177,0,177,0,10,502.3797440000344,502.3797440000344,0.024031899985857308,[-0.3148148148148148],[-0.4],[1],[0],[0],[2.0235668000532314],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
178,0,178,0,5,504.41383440000936,504.41383440000936,0.011107500060461462,[0.44814814814814813],[0.5],[1],[0],[0],[1.8364319000393152],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
179,0,179,0,10,506.28147060004994,506.28147060004994,0.024701899965293705,[0.4981481481481482],[-0.3972222222222222],[1],[0],[0],[2.0384461999638006],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
180,0,180,0,5,508.33257990004495,508.33257990004495,0.011809399933554232,[-0.08888888888888889],[0.5],[1],[0],[0],[1.5357171999057755],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
181,0,181,0,10,509.9004476000555,509.9004476000555,0.024307799991220236,[-0.37222222222222223],[-0.37222222222222223],[1],[0],[0],[2.4226000000489876],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
182,0,182,0,10,512.3502758000977,512.3502758000977,0.0231724000768736,[0.26296296296296295],[0.04537037037037037],[1],[0],[0],[2.39088860002812],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
183,0,183,0,5,514.7489302000031,514.7489302000031,0.011040400015190244,[-0.28055555555555556],[-0.4601851851851852],[1],[0],[0],[1.9036894000601023],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
184,0,184,0,5,516.670019500074,516.670019500074,0.012055700062774122,[-0.19444444444444445],[-0.2212962962962963],[1],[0],[0],[1.3342577000148594],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
185,0,185,0,5,518.0192932999926,518.0192932999926,0.012023199931718409,[-0.040740740740740744],[0.025925925925925925],[1],[0],[0],[1.38478349999059],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
186,0,186,0,10,519.4371223000344,519.4371223000344,0.024688900099135935,[0.1574074074074074],[-0.19444444444444445],[1],[0],[0],[2.521691899979487],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
187,0,187,0,5,521.9891523000551,521.9891523000551,0.023327199975028634,[-0.18796296296296297],[-0.387037037037037],[1],[0],[0],[1.8382085000630468],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
188,0,188,0,10,523.8851433000527,523.8851433000527,0.04249689995776862,[0.37592592592592594],[-0.15462962962962962],[1],[0],[0],[1.3347531000617892],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
189,0,189,0,5,525.2235967000015,525.2235967000015,0.014332600054331124,[-0.4444444444444444],[0.36203703703703705],[1],[0],[0],[1.7652720999903977],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
190,0,190,0,10,527.0187447000062,527.0187447000062,0.0218921999912709,[0.007407407407407408],[-0.23148148148148148],[1],[0],[0],[1.7913246999960393],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
191,0,191,0,5,528.8212996000657,528.8212996000657,0.012626699986867607,[0.0712962962962963],[-0.15092592592592594],[1],[0],[0],[1.6849038999062032],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
192,0,192,0,10,530.5385090000927,530.5385090000927,0.02265659999102354,[-0.05925925925925926],[0.1175925925925926],[1],[0],[0],[1.4906944000395015],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
193,0,193,0,5,532.0385483000427,532.0385483000427,0.012164399959146976,[-0.3685185185185185],[0.23981481481481481],[1],[0],[0],[1.551285699941218],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
194,0,194,0,10,533.6198550000554,533.6198550000554,0.022802500054240227,[0.24814814814814815],[-0.24537037037037038],[1],[0],[0],[2.558038100018166],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
195,0,195,0,10,536.2034237000626,536.2034237000626,0.022633699933066964,[0.09351851851851851],[-0.15092592592592594],[1],[0],[0],[1.424794299993664],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
196,0,196,0,10,537.6554943000665,537.6554943000665,0.023188100080005825,[0.14814814814814814],[-0.41388888888888886],[1],[0],[0],[2.72440149995964],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
197,0,197,0,10,540.4062697000336,540.4062697000336,0.02307460003066808,[0.3277777777777778],[0.053703703703703705],[1],[0],[0],[2.758337500039488],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
198,0,198,0,10,543.2146788000828,543.2146788000828,0.038716499926522374,[-0.24722222222222223],[-0.12962962962962962],[1],[0],[0],[1.7405827000038698],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
199,0,199,0,10,545.0092975000152,545.0092975000152,0.04943520005326718,[-0.36574074074074076],[-0.3611111111111111],[1],[0],[0],[2.763088599895127],[0],['target'],4,001,2023-09-28_15h06.10.895,visualsearch,2023.1.3,59.963434298561936,
